Sleeping,Getting Ready,Cooking/Eating,Cleaning/Organizing,Sport/Exercise,Traveling,Social Time: Friends,Social Time: Family,Social Time: Romantic,University,Work,Club,Homework,Church,Personal Projects,Internet Browsing,Entertainment Activities,The Bachelor,Music: Piano,Music: Ukulele,Gaming (Not EU4),EU4,Reading,Productive Activities,Wastetime,Appointments
1.0,2.0,3.0,4.0,5.0,6.0,7.0,7.1,7.2,8.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,16.1,17.1,17.2,18.0,18.1,19.0,20.0,21.0,22.0
